title,album,year,artist,genre,text,url,hero
Chethilona Cheyyesi,Telugu Romantic Film Hits,2015,M. M. Keeravani,Electronic,chethilona cheyyesi telugu romant film hit m. m. keeravani,https://www.jiosaavn.com/song/chethilona-cheyyesi/AFA7Qi58BHo,
Telusuna,Sontham,2002,Devi Sri PrasadK. S. Chithra,Classical,telusuna sontham devi sri prasadk . s. chithra,"https://www.jiosaavn.com/song/telusuna/OiENBBt,B2w",
Jorse Jorse,Magadheera,2009,M. M. KeeravaniDaler MehndiGeetha Madhuri,Pop,jors jors magadheera m. m. keeravanidal mehndigeetha madhuri,https://www.jiosaavn.com/song/jorse-jorse/FFFeRkREXQQ,
Truth On The Wall,Mangalavaaram - OST,2024,B. Ajaneesh Loknath,Blues,truth on the wall mangalavaaram - ost b. ajaneesh loknath,https://www.jiosaavn.com/song/truth-on-the-wall/JxgMczNAUF4,
Devudu Karunisthadani,Prema Katha,2000,Sandeep ChowtaRajeshAnuradha Sriram,Hip-hop,devudu karunisthadani prema katha sandeep chowtarajeshanuradha sriram,https://www.jiosaavn.com/song/devudu-karunisthadani/AxsNVyxIYFA,
Poovullo Daagunna,Jeans,1999,,Electronic,nan,https://www.jiosaavn.com/song/poovullo-daagunna/NzgAbkx-dVU,
Naa Manusukemayindi,Nuvve Nuvve,2002,KotiUdit NarayanNithya Santhoshini,Blues,naa manusukemayindi nuvv nuvv kotiudit narayannithya santhoshini,https://www.jiosaavn.com/song/naa-manusukemayindi/RyobQUBCc0Q,
Nee Jathaga,Yevadu,2013,Devi Sri PrasadKarthikShreya Ghoshal,Jazz,nee jathaga yevadu devi sri prasadkarthikshreya ghoshal,https://www.jiosaavn.com/song/nee-jathaga/PAtYRgwHcmI,
Ekkadiki Nee Parugu,W/o V. Vara Prasad,1998,S.P. BalasubrahmanyamSujatha MohanM.M. Sreelekha,Jazz,ekkadiki nee parugu w/o v. vara prasad s.p . balasubrahmanyamsujatha mohanm.m . sreelekha,https://www.jiosaavn.com/song/ekkadiki-nee-parugu/KDpTdSB0c1Y,
Dhum Dhum,Dhum Dhum,2024,Team TDP,Blues,dhum dhum dhum dhum team tdp,https://www.jiosaavn.com/song/dhum-dhum/AxgTQD9oeQo,
Langa Voni,Varsham,2003,Devi Sri PrasadTippuUsha,Hip-hop,langa voni varsham devi sri prasadtippuusha,https://www.jiosaavn.com/song/langa-voni/ETwTViNEAGU,
O Manasa O Manasa,Bhadra,2005,Devi Sri PrasadRavi Varma,Electronic,o manasa o manasa bhadra devi sri prasadravi varma,https://www.jiosaavn.com/song/o-manasa-o-manasa/Ix0JAi1TYWc,
Eswara,Uppena,2020,Devi Sri Prasad,Hip-hop,eswara uppena devi sri prasad,https://www.jiosaavn.com/song/eswara/JTktWQddA3A,
Dimaak Kharaab,Ismart Shankar,2019,Keerthana SharmaSaketh,Blues,dimaak kharaab ismart shankar keerthana sharmasaketh,https://www.jiosaavn.com/song/dimaak-kharaab/EgA-XhNdX2Y,
Gulabi Kallu Rendu Mullu,Govindudu Andarivaadele,2014,Yuvan Shankar RajaJaved Ali,Blues,gulabi kallu rendu mullu govindudu andarivaadel yuvan shankar rajajav ali,https://www.jiosaavn.com/song/gulabi-kallu-rendu-mullu/Gj8Ia0Qdcgc,
Aa Ante,Aarya,2004,RanjithMalathi,Blues,aa ant aarya ranjithmalathi,https://www.jiosaavn.com/song/aa-ante/KiABAyJ3cH4,
Ela Ela Naalo,Panjaa,2011,Yuvan Shankar RajaHaricharanShweta Pandit,Blues,ela ela naalo panjaa yuvan shankar rajaharicharanshweta pandit,https://www.jiosaavn.com/song/ela-ela-naalo/ACwPcBNhY2w,
Kanulanu Thaake,Manam,2014,Anup RubensArijit Singh,Blues,kanulanu thaak manam anup rubensarijit singh,https://www.jiosaavn.com/song/kanulanu-thaake/Py8ifSQIXVE,
Deo Deo,PSV Garudavega,2019,Geetha MadhuriRaghu RamBheems Cecirolio,Electronic,deo deo psv garudavega geetha madhuriraghu rambheem cecirolio,https://www.jiosaavn.com/song/deo-deo/RQoqchhoD3s,
Noppi Noppi,Pokiri,2006,Mani SharmaNaveen,Hip-hop,noppi noppi pokiri mani sharmanaveen,https://www.jiosaavn.com/song/noppi-noppi/KBFZRjx0Z3E,
Jaishambo,Bangaram,2006,Vidhya SagarTippuMirchi AjayDharani,Country,jaishambo bangaram vidhya sagartippumirchi ajaydharani,https://www.jiosaavn.com/song/jaishambo/M18BVwYBTmo,
Naa Pere Kanchanamaala,Shankar Dada M.B.B.S.,2000,Devi Sri PrasadKarthikMalathi Sharma,Hip-hop,naa pere kanchanamaala shankar dada m.b.b. . devi sri prasadkarthikmalathi sharma,https://www.jiosaavn.com/song/naa-pere-kanchanamaala/JzsORDIBD3s,
Nuvvu Naatho Emannavo,Disco Raja,2019,S. P. Balasubrahmanyam,Country,nuvvu naatho emannavo disco raja s. p. balasubrahmanyam,https://www.jiosaavn.com/song/nuvvu-naatho-emannavo/BgISbh5qVgo,
Arere Yekkada,Nenu Local,2017,Naresh IyerManisha Eerabathini,Country,arer yekkada nenu local naresh iyermanisha eerabathini,https://www.jiosaavn.com/song/arere-yekkada/NiJTXUJ6QGQ,
Niharika,Oosaravelli,2011,Devi Sri PrasadVijay PrakashNeha Bhasin,Country,niharika oosaravelli devi sri prasadvijay prakashneha bhasin,https://www.jiosaavn.com/song/niharika/FjhdViReXWc,
Naa Manasu Neelo,Nannaku Prematho,2015,Devi Sri PrasadSharmila,Pop,naa manasu neelo nannaku prematho devi sri prasadsharmila,https://www.jiosaavn.com/song/naa-manasu-neelo/IwVbCD1bY1I,
Pareshanayya,I - Manoharudu (Original Motion Picture Soundtrack),2014,A.R. RahmanVijay PrakashNeeti Mohan,Country,pareshanayya i - manoharudu ( origin motion pictur soundtrack ) a.r . rahmanvijay prakashneeti mohan,https://www.jiosaavn.com/song/pareshanayya/KQcRVQxcZlc,
Danger Pilla,Extra - Ordinary Man,2023,Armaan Malik,Jazz,danger pilla extra - ordinari man armaan malik,https://www.jiosaavn.com/song/danger-pilla/Hg04aBNkQXA,
Yedhane Koiyakae,Surya S/o Krishnan,2008,Bhargavi PillaiHarris JayarajKrishBenny Dayal,Country,yedhan koiyaka surya s/o krishnan bhargavi pillaiharri jayarajkrishbenni dayal,https://www.jiosaavn.com/song/yedhane-koiyakae/Eh8AfxUdbwQ,
Evvari vadalla,Evvari vadalla,2023,Hanmanth YadavVEENA SINGER,Pop,evvari vadalla evvari vadalla hanmanth yadavveena singer,https://www.jiosaavn.com/song/evvari-vadalla/IDpafgQEfgc,
Nee Navvula,Aadi,2000,Mani SharmaSunithaMallikarjun,Classical,nee navvula aadi mani sharmasunithamallikarjun,https://www.jiosaavn.com/song/nee-navvula/RiY-BxtfAnw,
Yamaho Nee,Jagadekaveerudu Athiloka Sundari,1990,IlaiyaraajaS. JanakiS.P. Balasubrahmanyam,Hip-hop,yamaho nee jagadekaveerudu athiloka sundari ilaiyaraaja . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/yamaho-nee/KTwEaTdnbVE,
Oke Oka Jeevitham,Mr. Nookayya,2012,Yuvan Shankar RajaHaricharan,Country,oke oka jeevitham mr. nookayya yuvan shankar rajaharicharan,"https://www.jiosaavn.com/song/oke-oka-jeevitham/AyU,VRlZQ0o",
Emaindhi Eevela,Aadavari Matalaku Ardhalu Veruley,2007,Yuvan Shankar RajaUdit Narayan,Pop,emaindhi eevela aadavari matalaku ardhalu veruley yuvan shankar rajaudit narayan,https://www.jiosaavn.com/song/emaindhi-eevela/CgBcYx1gWnE,
O Pilla Shubhanalla,Sardaar Gabbar Singh,2016,Vijay PrakashShreya Ghosal,Jazz,o pilla shubhanalla sardaar gabbar singh vijay prakashshreya ghosal,https://www.jiosaavn.com/song/o-pilla-shubhanalla/HVkxXydKX3k,
Madhuramu Kadha,The Family Star,2024,Shreya Ghoshal,Rock,madhuramu kadha the famili star shreya ghoshal,https://www.jiosaavn.com/song/madhuramu-kadha/HB5SYBdbUmY,
Manasa Manasa,Most Eligible Bachelor,2020,Sid Sriram,Country,manasa manasa most elig bachelor sid sriram,https://www.jiosaavn.com/song/manasa-manasa/Ch0Sfzt1WF8,
Osi Pellama,Kushi (Telugu),2024,Hesham Abdul WahabRahul SipligunjSaketh Komanduri,Hip-hop,osi pellama kushi ( telugu ) hesham abdul wahabrahul sipligunjsaketh komanduri,https://www.jiosaavn.com/song/osi-pellama/IgsAAztGQmI,
Le Le Lele,Gudumba Shankar,2004,Mani SharmaKK,Blues,le le lele gudumba shankar mani sharmakk,https://www.jiosaavn.com/song/le-le-lele/JAxZRT57aGo,
Hey Naayak,Naayak,2012,Thaman SShreya GhoshalNaveen Madhav,Classical,hey naayak naayak thaman sshreya ghoshalnaveen madhav,https://www.jiosaavn.com/song/hey-naayak/CT8PegRkelA,
Putthadi Bommaku Siggalu,Allari Premikudu,1994,S.P. BalasubrahmanyamK. S. Chithra,Jazz,putthadi bommaku siggalu allari premikudu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/putthadi-bommaku-siggalu/Oj8TBDEGbls,
Padara Padara,Maharshi,2019,Shankar Mahadevan,Pop,padara padara maharshi shankar mahadevan,https://www.jiosaavn.com/song/padara-padara/SCM0ewF4W2E,
Chakkani Bike Undi,Julai,2012,Devi Sri PrasadMeghaTippu,Country,chakkani bike undi julai devi sri prasadmeghatippu,https://www.jiosaavn.com/song/chakkani-bike-undi/MQoPRDMHVWw,
Girl Friend,Boys,2003,A.R. RahmanKarthikTippuTimmy,Hip-hop,girl friend boy a.r . rahmankarthiktipputimmi,https://www.jiosaavn.com/song/girl-friend/CCJdAx1HGmk,
Ee Chota Nuvvunna,Johnny,2003,RajeshNanditha,Rock,ee chota nuvvunna johnni rajeshnanditha,https://www.jiosaavn.com/song/ee-chota-nuvvunna/CRwkRR8dfko,
Vinnapalu Vinavle,Annamayya,1997,Annamayya KeerthanaS.P. BalasubrahmanyamRenukaSrilekha,Electronic,vinnapalu vinavl annamayya annamayya keerthanas.p . balasubrahmanyamrenukasrilekha,https://www.jiosaavn.com/song/vinnapalu-vinavle/MwUIUhoCRl0,
Hey Pillagaada,Fidaa,2017,Sinduri VishalSinov Raj,Blues,hey pillagaada fidaa sinduri vishalsinov raj,https://www.jiosaavn.com/song/hey-pillagaada/Iyk9RkZ6Rnk,
Varinche Prema,Malli Malli Idi Rani Roju,2014,Gopi SunderHaricharan,Classical,varinch prema malli malli idi rani roju gopi sunderharicharan,https://www.jiosaavn.com/song/varinche-prema/FSwFZT1TAFQ,
Suswagatham,Suswagatham,1998,HariharanK. S. Chithra,Jazz,suswagatham suswagatham hariharank . s. chithra,https://www.jiosaavn.com/song/suswagatham/QCtSVTJlVkI,
Cheema Cheema,Simhadri,2003,S.P.B. CharanGangaM.M. Keeravani,Classical,cheema cheema simhadri s.p.b . charangangam.m . keeravani,https://www.jiosaavn.com/song/cheema-cheema/PSI0dDpUU0U,
Monna Kanipinchavu,Surya S/o Krishnan,2008,PrashanthiniHarris JayarajNaresh Iyer,Blues,monna kanipinchavu surya s/o krishnan prashanthiniharri jayarajnaresh iyer,https://www.jiosaavn.com/song/monna-kanipinchavu/Exg0AkBJW2k,
Choododde Nannu,Aaru,2000,Devi Sri PrasadTippuSumangali,Electronic,choododd nannu aaru devi sri prasadtippusumangali,https://www.jiosaavn.com/song/choododde-nannu/SCYAay4deGY,
Keeravani,Anveshana,1985,IlaiyaraajaS.P. BalasubrahmanyamS. Janaki,Hip-hop,keeravani anveshana ilaiyaraajas.p . balasubrahmanyam . janaki,https://www.jiosaavn.com/song/keeravani/QjEHVz5feGY,
Ee Raathale,Radhe Shyam,2022,Yuvan Shankar RajaHarini Ivaturi,Rock,ee raathal radh shyam yuvan shankar rajaharini ivaturi,https://www.jiosaavn.com/song/ee-raathale/XVokckRIfQA,
Sri Venkateshwara Suprabhatham,Sri Venkateshwara Suprabhatham Ms Subbulakshmi,2005,M. S. Subbulakshmi,Pop,sri venkateshwara suprabhatham sri venkateshwara suprabhatham ms subbulakshmi m. s. subbulakshmi,https://www.jiosaavn.com/song/sri-venkateshwara-suprabhatham/OwINeSZ8X3Y,
Nuvvu Vijilesthey,Simhadri,2003,TippuK. S. ChithraM.M. Keeravani,Country,nuvvu vijilesthey simhadri tippuk . s. chithram.m . keeravani,https://www.jiosaavn.com/song/nuvvu-vijilesthey/Hh4CBzMHZFI,
Ye Vaipuga,Orange,2010,Suchith Suresan,Pop,ye vaipuga orang suchith suresan,https://www.jiosaavn.com/song/ye-vaipuga/IFxaCDkAYF0,
Surviva,Vivekam (Original Motion Picture Soundtrack),2017,Anirudh RavichanderYogi BRanjithMali,Blues,surviva vivekam ( origin motion pictur soundtrack ) anirudh ravichanderyogi branjithmali,https://www.jiosaavn.com/song/surviva/AjotAwRgZXo,
Atto Attamma,Alluda Mazaka,2000,KotiK. S. ChithraS.P. Balasubrahmanyam,Jazz,atto attamma alluda mazaka kotik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/atto-attamma/CSQfSSFpX2s,
Chinnadamme Cheekulu,Simhadri,2003,ManoShreya GhoshalM.M. Keeravani,Electronic,chinnadamm cheekulu simhadri manoshreya ghoshalm.m . keeravani,https://www.jiosaavn.com/song/chinnadamme-cheekulu/JwIEVjddQnQ,
Ayyayyayyo,Aakasa Veedhullo,2022,Sid Sriram,Electronic,ayyayyayyo aakasa veedhullo sid sriram,https://www.jiosaavn.com/song/ayyayyayyo/QAsGdEdvcFU,
Gongoora Thota,Venky,2004,Pushpavanam KuppusamyKalpana,Electronic,gongoora thota venki pushpavanam kuppusamykalpana,https://www.jiosaavn.com/song/gongoora-thota/NjwPXCUdYEc,
Jagananna Agenda DJ,Jagananna Agenda DJ,2024,Jagananna Connects,Rock,jagananna agenda dj jagananna agenda dj jagananna connect,https://www.jiosaavn.com/song/jagananna-agenda-dj/MwMcXz8JYXw,
Athey Nanne,Surya S/o Krishnan,2008,Harris JayarajV.V. PrassannaKarthik,Hip-hop,athey nann surya s/o krishnan harri jayarajv.v . prassannakarthik,https://www.jiosaavn.com/song/athey-nanne/STkBBgVxQnk,
Vachchindhi,Kalisundham Raa,2000,S.A. Raj KumarSwarnalathaS.P. Balasubrahmanyam,Rock,vachchindhi kalisundham raa s.a. raj kumarswarnalathas.p . balasubrahmanyam,https://www.jiosaavn.com/song/vachchindhi/QTtYYDgBVVo,
Khalasay (From &quot;Darling&quot;),Khalasay (From &quot;Darling&quot;),2024,Kasarla ShyamRam MiriyalaHanuman ChVivek Sagar,Hip-hop,khalasay ( from & quot ; darl & quot ; ) khalasay ( from & quot ; darl & quot ; ) kasarla shyamram miriyalahanuman chvivek sagar,"https://www.jiosaavn.com/song/khalasay-from-darling/FDE,Aix5fkM",
Nanne Nanne,Gharshana (New),2004,Harris JayarajTippuPop Shalini,Electronic,nann nann gharshana ( new ) harri jayarajtippupop shalini,https://www.jiosaavn.com/song/nanne-nanne/QVgTBEF7XHY,
Emone,Emone,2023,Vijai BulganinAditi Bhavaraju,Pop,emon emon vijai bulganinad bhavaraju,https://www.jiosaavn.com/song/emone/Ng5eZiBnfwY,
Podagantimayya,Annamayya,1997,Annamayya KeerthanaS.P. Balasubrahmanyam,Country,podagantimayya annamayya annamayya keerthanas.p . balasubrahmanyam,https://www.jiosaavn.com/song/podagantimayya/JiA5fDp8bUU,
Sweety,Race Gurram,2014,Rabbit MacSiddharth Mahadevan,Classical,sweeti race gurram rabbit macsiddharth mahadevan,https://www.jiosaavn.com/song/sweety/GAwiUEdWD3s,
Konge Jaari Pothunde,Gharana Alludu,1994,S.P. BalasubrahmanyamK. S. Chithra,Electronic,kong jaari pothund gharana alludu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/konge-jaari-pothunde/EQAEdyV2dmY,
Pareshanura,Dhruva,2016,PadmalathaVishnu Priya,Electronic,pareshanura dhruva padmalathavishnu priya,https://www.jiosaavn.com/song/pareshanura/BgdaUDMFcnY,
Telugu Padaniki,Annamayya,1997,Veturi Sundararama MurthyS.P. BalasubrahmanyamSujatha MohanRenuka,Classical,telugu padaniki annamayya veturi sundararama murthys.p . balasubrahmanyamsujatha mohanrenuka,https://www.jiosaavn.com/song/telugu-padaniki/Qi4uYBZfQms,
Premante,Kushi,2001,Mani SharmaKalpanaDevan EkambaramSamatha Fernander,Jazz,premant kushi mani sharmakalpanadevan ekambaramsamatha fernand,https://www.jiosaavn.com/song/premante/AQARczN-eUE,
Sada Siva,Khaaleja,2010,ManisarmaKarunyaRamesh Vinayakam,Classical,sada siva khaaleja manisarmakarunyaramesh vinayakam,https://www.jiosaavn.com/song/sada-siva/IV0oaSRlX1w,
Choolenge Aasma,Temper,2015,Adnan SamiRamya BeharaVeena GhantasalaAnup Rubens,Pop,chooleng aasma temper adnan samiramya beharaveena ghantasalaanup ruben,https://www.jiosaavn.com/song/choolenge-aasma/BiwqYEdJTUU,
Psycho Saiyaan - Groovedev Remix(Remix By Groovedev),Psycho Saiyaan - Groovedev Remix,2020,Anirudh RavichanderDhvani BhanushaliTanishk Bagchi,Country,psycho saiyaan - groovedev remix ( remix by groovedev ) psycho saiyaan - groovedev remix anirudh ravichanderdhvani bhanushalitanishk bagchi,https://www.jiosaavn.com/song/psycho-saiyaan-groovedev-remixremix-by-groovedev/IyUEQRIGRV0,
Chamak Cham,Kondaveeti Donga,1990,S.P. BalasubrahmanyamK. S. Chithra,Pop,chamak cham kondaveeti donga s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/chamak-cham/PioKB0BTX1g,
Calendar Song,Bharateeyudu 2 (Original Motion Picture Soundtrack),2024,Anirudh RavichanderSravana Bhargavi,Electronic,calendar song bharateeyudu 2 ( origin motion pictur soundtrack ) anirudh ravichandersravana bhargavi,https://www.jiosaavn.com/song/calendar-song/Mx5fSRFeQ0Y,
Chalore Chalore (Telugu),Jalsa,2008,Ranjith,Jazz,chalor chalor ( telugu ) jalsa ranjith,https://www.jiosaavn.com/song/chalore-chalore-telugu/GwQRXRpBB3I,
DJ Saranam Bhaje Bhaje,DJ,2017,Vijay Prakash,Classical,dj saranam bhaje bhaje dj vijay prakash,https://www.jiosaavn.com/song/dj-saranam-bhaje-bhaje/KD0tQS4ABHg,
Pranavalaya,Shyam Singha Roy - Telugu,2021,Anurag Kulkarni,Jazz,pranavalaya shyam singha roy - telugu anurag kulkarni,https://www.jiosaavn.com/song/pranavalaya/XQQRSyZyfAI,
Pileche,Khaaleja,2010,ManisarmaHemachandraShweta Mohan,Pop,pilech khaaleja manisarmahemachandrashweta mohan,https://www.jiosaavn.com/song/pileche/AlsveDB2fmI,
Andam Lo Andhra,Lakshmi Narasimha,2000,Mani SharmaShreya GhoshalS.P. Balasubrahmanyam,Hip-hop,andam lo andhra lakshmi narasimha mani sharmashreya ghoshals.p . balasubrahmanyam,https://www.jiosaavn.com/song/andam-lo-andhra/QQ8mVzlKGnE,
Snehithudaa,Sakhi,2000,A.R. Rahman,Hip-hop,snehithudaa sakhi a.r . rahman,https://www.jiosaavn.com/song/snehithudaa/CF9fZg53Wlc,
Muddabanti Puvvulo,Alludu Garu,1990,K. V. MahadevanK. S. ChithraK.J. Yesudas,Hip-hop,muddabanti puvvulo alludu garu k. v. mahadevank . s. chithrak.j . yesuda,https://www.jiosaavn.com/song/muddabanti-puvvulo/LyEgZAN0Qmo,
Uththarala Urvashi,Allari Priyudu,1994,S.P. BalasubrahmanyamK. S. Chithra,Classical,uththarala urvashi allari priyudu s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/uththarala-urvashi/Pi0CYzB9ZQU,
Anukoledenadu,Oy!,2009,Shreya GhoshalShweta Pandit,Pop,anukoledenadu oy ! shreya ghoshalshweta pandit,https://www.jiosaavn.com/song/anukoledenadu/NT09dS1aD0A,
Neekosam Oka,Happy,2005,Shankar Mahadevan,Hip-hop,neekosam oka happi shankar mahadevan,https://www.jiosaavn.com/song/neekosam-oka/PFsmZBBqVWY,
Sambho Siva Sankara,Sambho Siva Sankara,2021,N.C. Karunya,Jazz,sambho siva sankara sambho siva sankara n.c. karunya,https://www.jiosaavn.com/song/sambho-siva-sankara/NQVZUiNBdXg,
Sirulokinche Chinni,Yamaleela,1994,S.V. Krishna ReddyS. P. BalasubrahmanyamK. S. Chithra,Pop,sirulokinch chinni yamaleela s.v . krishna reddi . p. balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/sirulokinche-chinni/PRJackx4Y1s,
Paluke Bangaramayera,Sri Ramadasu,2006,M. M. KeeravaniK. S. Chithra,Classical,paluk bangaramayera sri ramadasu m. m. keeravanik . s. chithra,https://www.jiosaavn.com/song/paluke-bangaramayera/Q18hS0FDen0,
Nee Kosam,Neekosam,2000,R.P. PatnaikRajeshKousalya,Pop,nee kosam neekosam r.p . patnaikrajeshkousalya,https://www.jiosaavn.com/song/nee-kosam/Myk5dh9WcV8,
Kkokko Komali,Narasimha Naidu,2000,Mani SharmaUdit NarayanSujatha Mohan,Hip-hop,kkokko komali narasimha naidu mani sharmaudit narayansujatha mohan,https://www.jiosaavn.com/song/kkokko-komali/RQ46fjBcWnE,
Seetamma Andalu,Subha Sankalpam,1995,S.P. BalasubrahmanyamK. S. ChithraS.P. Sailaja,Hip-hop,seetamma andalu subha sankalpam s.p . balasubrahmanyamk . s. chithras.p . sailaja,https://www.jiosaavn.com/song/seetamma-andalu/H188cz96f3Y,
Bad Boy,Saaho,2019,BadshahNeeti Mohan,Classical,bad boy saaho badshahneeti mohan,https://www.jiosaavn.com/song/bad-boy/PDEnUBcIZAQ,
Poola Ghuma Ghuma,Sri Anjaneyam,2004,Shreya Ghoshal,Jazz,poola ghuma ghuma sri anjaneyam shreya ghoshal,https://www.jiosaavn.com/song/poola-ghuma-ghuma/Pi4efxlDA3I,
Chalona,Jawan  (TELUGU),2023,Anirudh RavichanderAdithya RKPriya Mali,Jazz,chalona jawan ( telugu ) anirudh ravichanderadithya rkpriya mali,https://www.jiosaavn.com/song/chalona/QScqf01mb2U,
Kadhile Kalamey,Jodi,2000,A.R. RahmanS. JanakiS.P. Balasubrahmanyam,Hip-hop,kadhil kalamey jodi a.r . rahman . janakis.p . balasubrahmanyam,https://www.jiosaavn.com/song/kadhile-kalamey/ITE8ATBfdn4,
Emaindo Emo,Prematho Raa,2001,HariniS.P. Balasubrahmanyam,Electronic,emaindo emo prematho raa harinis.p . balasubrahmanyam,https://www.jiosaavn.com/song/emaindo-emo/FyFfcDZ8YFo,
OMG Daddy,Ala Vaikunthapurramuloo,2019,Roll RidaRahul NambiarLady KashRahul SipligunjBlaaze,Country,omg daddi ala vaikunthapurramuloo roll ridarahul nambiarladi kashrahul sipligunjblaaz,https://www.jiosaavn.com/song/omg-daddy/NQsASTMADmA,
Suddha Brahma,Sri Ramadasu,2006,M. M. KeeravaniPranavi,Blues,suddha brahma sri ramadasu m. m. keeravanipranavi,https://www.jiosaavn.com/song/suddha-brahma/JQ8NdkJiTXU,
Lachimi Na Chinni Lachimi,Telugu Folk Dj Songs  Vol 2,2017,Shankar Babu,Country,lachimi na chinni lachimi telugu folk dj song vol 2 shankar babu,https://www.jiosaavn.com/song/lachimi-na-chinni-lachimi/PSIPRjlnUwY,
Giri Giri,Gangs Of Godavari,2024,Yuvan Shankar RajaRam Miriyala,Country,giri giri gang of godavari yuvan shankar rajaram miriyala,https://www.jiosaavn.com/song/giri-giri/Azc9dyJjf1E,
Dorikithe - Remix,Raktha Charithra,2013,Ravindra UpadhayDharam-Sandeep,Hip-hop,dorikith - remix raktha charithra ravindra upadhaydharam-sandeep,https://www.jiosaavn.com/song/dorikithe-remix/AS0cQz11VUA,
Lux Papa,Narasimha Naidu,2000,Mani SharmaHariniS.P. Balasubrahmanyam,Country,lux papa narasimha naidu mani sharmaharinis.p . balasubrahmanyam,https://www.jiosaavn.com/song/lux-papa/OCYACTVBVUY,
Gola Petty,Desamuduru,2006,Raghu KuncheKousalya,Jazz,gola petti desamuduru raghu kunchekousalya,https://www.jiosaavn.com/song/gola-petty/XTckc0BgdH8,
Tikku Taku Tikku,Tikku Taku Tikku,2021,Shirisha,Country,tikku taku tikku tikku taku tikku shirisha,https://www.jiosaavn.com/song/tikku-taku-tikku/Qw4kRBtiXQM,
Nuvvani Idhi Needani,Maharshi,2019,Karthik,Pop,nuvvani idhi needani maharshi karthik,https://www.jiosaavn.com/song/nuvvani-idhi-needani/IQ8BUywGW0U,
Bhale Bhale Banjara,Acharya​,2022,Shankar MahadevanRahul Sipligunj,Rock,bhale bhale banjara acharya​ shankar mahadevanrahul sipligunj,https://www.jiosaavn.com/song/bhale-bhale-banjara/MgkbRAQFdmI,
Valu Kalla Vayyari,Mass,2004,Devi Sri PrasadKarthik,Pop,valu kalla vayyari mass devi sri prasadkarthik,https://www.jiosaavn.com/song/valu-kalla-vayyari/QzsPRERgdGU,
Maayadari Maayadari Andamaa,Pavitra Bandham,1996,M. M. KeeravaniS.P. Balasubrahmanyam,Classical,maayadari maayadari andamaa pavitra bandham m. m. keeravanis.p . balasubrahmanyam,https://www.jiosaavn.com/song/maayadari-maayadari-andamaa/PywlQRp9XVk,
Ninu Choosthunte,Aata,2007,Devi Sri PrasadSiddharthSumangali,Classical,ninu choosthunt aata devi sri prasadsiddharthsumangali,https://www.jiosaavn.com/song/ninu-choosthunte/QVgvYllSdgU,
Rakhi Rakhi,Rakhi,2000,Devi Sri PrasadMamatha Mohandas,Jazz,rakhi rakhi rakhi devi sri prasadmamatha mohanda,https://www.jiosaavn.com/song/rakhi-rakhi/GjxTYAwCBlQ,
Dil Se,Gabbar Singh,2012,Devi Sri PrasadKarthikShwetha Mohan,Electronic,dil se gabbar singh devi sri prasadkarthikshwetha mohan,https://www.jiosaavn.com/song/dil-se/AT89HCAEW3U,
Bangala Kathamulo,Badri,2000,Ramana GogulaSunitha,Rock,bangala kathamulo badri ramana gogulasunitha,https://www.jiosaavn.com/song/bangala-kathamulo/LwIIAS1iT0A,
Kevvu Keka,Gabbar Singh,2012,Devi Sri PrasadMamta SharmaKushi Murali,Hip-hop,kevvu keka gabbar singh devi sri prasadmamta sharmakushi murali,https://www.jiosaavn.com/song/kevvu-keka/NSRZZCZWRgs,
Vastunna Vachestunna,V,2020,Shreya GhoshalAmit TrivediAnurag Kulkarni,Blues,vastunna vachestunna v shreya ghoshalamit trivedianurag kulkarni,https://www.jiosaavn.com/song/vastunna-vachestunna/EQ8HaBFmTl0,
Kalaganti Kalaganti,Annamayya,1997,Annamayya KeerthanaS.P. Balasubrahmanyam,Pop,kalaganti kalaganti annamayya annamayya keerthanas.p . balasubrahmanyam,https://www.jiosaavn.com/song/kalaganti-kalaganti/A1A8ay1-ZkA,
Lingashtakam,Devotional Tracks By S.P. Balasubrahmanyam,2013,S. P. Balasubrahmanyam,Blues,lingashtakam devot track by s.p . balasubrahmanyam s. p. balasubrahmanyam,https://www.jiosaavn.com/song/lingashtakam/JEU0eTB9VXw,
Em Cheppanu,Nenu Sailaja,2015,KarthikDevi Sri Prasad,Hip-hop,em cheppanu nenu sailaja karthikdevi sri prasad,https://www.jiosaavn.com/song/em-cheppanu/IDcubkNBGnE,
Aamchi Mumbai,Businessman,2011,Thaman SRahul AggarwalRanjithNaveen MadhavAalap Raju,Blues,aamchi mumbai businessman thaman srahul aggarwalranjithnaveen madhavaalap raju,https://www.jiosaavn.com/song/aamchi-mumbai/RAMoRitxZl4,
Povodhe Prema,Oy!,2009,Yuvan Shankar Raja,Blues,povodh prema oy ! yuvan shankar raja,https://www.jiosaavn.com/song/povodhe-prema/R1ANVgQEWgU,
