title,album,year,artist,genre,text,url,hero
Inte Inthinte,Balu ABCDEFG,2004,KK,Rock,int inthint balu abcdefg kk,https://www.jiosaavn.com/song/inte-inthinte/GjcPWR5bXGU,
Maga Dheera,Oke Okkadu,1999,A.R. RahmanShankar MahadevanS. Janaki,Classical,maga dheera oke okkadu a.r . rahmanshankar mahadevan . janaki,https://www.jiosaavn.com/song/maga-dheera/ACs-ACRFW2s,
Sairo Sairo,Baadshah,2013,Thaman SRanjithRahul NambiarNaveen,Jazz,sairo sairo baadshah thaman sranjithrahul nambiarnaveen,https://www.jiosaavn.com/song/sairo-sairo/HwQ7ARZCe3c,
Joole Joole,Varsham,2003,Devi Sri PrasadKalpanaMallikarjun,Hip-hop,jool jool varsham devi sri prasadkalpanamallikarjun,https://www.jiosaavn.com/song/joole-joole/ES9fZjZ7VWI,
Oh Pilla,Oh Pilla,2022,HaricharanHarini IvaturiThe Fantasia Men,Rock,oh pilla oh pilla haricharanharini ivaturith fantasia men,https://www.jiosaavn.com/song/oh-pilla/QyI0BTcFVGs,
Baavavi Nuuvu,Pedarayudu,2000,KotiK. S. ChithraS.P. Balasubrahmanyam,Blues,baavavi nuuvu pedarayudu kotik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/baavavi-nuuvu/HjEkSRhnRmA,
Kolo Kolamma,Kondaveeti Donga,1990,S.P. BalasubrahmanyamS. Janaki,Electronic,kolo kolamma kondaveeti donga s.p . balasubrahmanyam . janaki,https://www.jiosaavn.com/song/kolo-kolamma/PQU8CBB3Q3o,
Macha Vachey Ra (Vibe Anthem),Macha Vachey Ra (Vibe Anthem),2024,The Fantasia MenAnthony Daasan,Country,macha vachey ra ( vibe anthem ) macha vachey ra ( vibe anthem ) the fantasia menanthoni daasan,https://www.jiosaavn.com/song/macha-vachey-ra-vibe-anthem/BB4SbgYJWh4,
Unnatundi Gundey,Ninnu Kori,2017,KarthikChinmayi,Classical,unnatundi gundey ninnu kori karthikchinmayi,https://www.jiosaavn.com/song/unnatundi-gundey/FwcmcBoAc1E,
Ninnu Chudagaane,Attarrintiki Daaredi,2013,Devi Sri Prasad,Country,ninnu chudagaan attarrintiki daaredi devi sri prasad,https://www.jiosaavn.com/song/ninnu-chudagaane/NjogVxpXfGY,
Gutta GuttaTirigetoda,Gutta GuttaTirigetoda,2020,Relare Rela ShyamalaRavi Kalyan,Classical,gutta guttatirigetoda gutta guttatirigetoda relar rela shyamalaravi kalyan,https://www.jiosaavn.com/song/gutta-guttatirigetoda/G14sXA1SaFs,
Vachinde,Fidaa,2017,Madhu PriyaRamki,Jazz,vachind fidaa madhu priyaramki,https://www.jiosaavn.com/song/vachinde/IiYJRRZKA38,
Kanulu Navainaa,ISM,2016,Jubin NautiyalMohana Bhogaraju,Classical,kanulu navainaa ism jubin nautiyalmohana bhogaraju,https://www.jiosaavn.com/song/kanulu-navainaa/CFEqeixBQ0I,
Emoko,Annamayya,1997,Annamayya KeerthanaS.P. Balasubrahmanyam,Rock,emoko annamayya annamayya keerthanas.p . balasubrahmanyam,https://www.jiosaavn.com/song/emoko/RwI5ZSRHUnY,
Kathi Lanti Pilla,Naayak,2012,Thaman SShefali Alvares,Pop,kathi lanti pilla naayak thaman sshefali alvar,https://www.jiosaavn.com/song/kathi-lanti-pilla/P1oucgZkA2k,
Mr. Perfect (DSP Mix),Aarya - 2,2009,Devi Sri Prasad,Hip-hop,mr. perfect ( dsp mix ) aarya - 2 devi sri prasad,https://www.jiosaavn.com/song/mr.-perfect-dsp-mix/KAs8BA1iVl8,
Gunde Jaari Gallanthayinde,Gunde Jaari Gallanthayinde,2019,Chorus,Electronic,gund jaari gallanthayind gund jaari gallanthayind choru,https://www.jiosaavn.com/song/gunde-jaari-gallanthayinde/Eg8IViF5ewY,
Nanu Brovamani,Sri Ramadasu,2006,M. M. KeeravaniS.P. BalasubrahmanyamSunitha,Country,nanu brovamani sri ramadasu m. m. keeravanis.p . balasubrahmanyamsunitha,https://www.jiosaavn.com/song/nanu-brovamani/GjgsRjVyDko,
Chengaluva,Bharateeyudu 2 (Original Motion Picture Soundtrack),2024,Anirudh RavichanderAbby VShruthika Samudhrala,Classical,chengaluva bharateeyudu 2 ( origin motion pictur soundtrack ) anirudh ravichanderabbi vshruthika samudhrala,https://www.jiosaavn.com/song/chengaluva/HD84fS1IXVg,
Haromhara,Ooru Peru Bhairavakona,2023,Chaitu Satsangi,Pop,haromhara ooru peru bhairavakona chaitu satsangi,https://www.jiosaavn.com/song/haromhara/HRokCBMABkA,
Satyabhama,Simharasi,2001,Udit NarayanS.A. RajkumarSujatha Mohan,Pop,satyabhama simharasi udit narayans.a . rajkumarsujatha mohan,https://www.jiosaavn.com/song/satyabhama/BwQ7RjVHfUM,
Satte Era Satte,Desamuduru,2006,Ranjith,Classical,satt era satt desamuduru ranjith,https://www.jiosaavn.com/song/satte-era-satte/Qlk6RkZhX1s,
People of Kotha,King of Kotha (Telugu) (Original Motion Picture Soundtrack),2023,Jakes BejoyTravis King,Blues,peopl of kotha king of kotha ( telugu ) ( origin motion pictur soundtrack ) jake bejoytravi king,https://www.jiosaavn.com/song/people-of-kotha/HA5GWit8elI,
Who Are You,1 Nenokkadine,2014,Devi Sri Prasad,Hip-hop,who are you 1 nenokkadin devi sri prasad,https://www.jiosaavn.com/song/who-are-you/PR8-fCB5bVA,
Massu Maranam (From &quot;Petta (Telugu)&quot;),Petta (Telugu) (Original Motion Picture Soundtrack),2018,Anirudh RavichanderMano,Jazz,massu maranam ( from & quot ; petta ( telugu ) & quot ; ) petta ( telugu ) ( origin motion pictur soundtrack ) anirudh ravichandermano,https://www.jiosaavn.com/song/massu-maranam-from-petta-telugu/GjEDXiZnVXA,
Kottaga,Swarna Kamalam,1988,S. P. BalasubrahmanyamS. Janaki,Rock,kottaga swarna kamalam s. p. balasubrahmanyam . janaki,https://www.jiosaavn.com/song/kottaga/RywoVRlVYh4,
Annayyaa,Annavaram,2006,Ramana GogulaManoGanga,Hip-hop,annayyaa annavaram ramana gogulamanoganga,https://www.jiosaavn.com/song/annayyaa/HFw4RQBAQVk,
Nenu Nenuga,Manmadhudu,2002,S.P.B. Charan,Classical,nenu nenuga manmadhudu s.p.b . charan,https://www.jiosaavn.com/song/nenu-nenuga/BAZZWAdEYQc,
Nijamena,Brindavanam,2010,Thaman SKarthikSuchitra,Rock,nijamena brindavanam thaman skarthiksuchitra,https://www.jiosaavn.com/song/nijamena/QgsgQQREXGQ,
Kariga Loga (D-Plugged),Aarya - 2,2009,Devi Sri PrasadSagar,Country,kariga loga ( d-plug ) aarya - 2 devi sri prasadsagar,https://www.jiosaavn.com/song/kariga-loga-d-plugged/FlEuSyJCfHk,
Maya,Naa Peru Surya Naa Illu India,2018,Arijit SinghRamya Behara,Rock,maya naa peru surya naa illu india arijit singhramya behara,https://www.jiosaavn.com/song/maya/RFwCYBNhWQI,
Ney Ready,Leo (Telugu) (Original Motion Picture Soundtrack),2023,Anirudh RavichanderRevanthRoll RidaRitesh G Rao,Blues,ney readi leo ( telugu ) ( origin motion pictur soundtrack ) anirudh ravichanderrevanthrol ridaritesh g rao,https://www.jiosaavn.com/song/ney-ready/RFFdYQxpfAM,
A Life Full Of Love (Theme Music),3 (Telugu),2012,Anirudh Ravichander,Hip-hop,a life full of love ( theme music ) 3 ( telugu ) anirudh ravichand,https://www.jiosaavn.com/song/a-life-full-of-love-theme-music/FQESYEIIZVE,
Oh Kaliki Rama Chilaka,Sultan,2000,Udit NarayanK. S. Chithra,Electronic,oh kaliki rama chilaka sultan udit narayank . s. chithra,https://www.jiosaavn.com/song/oh-kaliki-rama-chilaka/ODteXxJCYws,
Bloody Sweet,Leo (Telugu) (Original Motion Picture Soundtrack),2023,Anirudh RavichanderSiddharth Basrur,Hip-hop,bloodi sweet leo ( telugu ) ( origin motion pictur soundtrack ) anirudh ravichandersiddharth basrur,https://www.jiosaavn.com/song/bloody-sweet/MzkZfThkQHw,
Chilaka Pacha Koka,Narasimha Naidu,2000,ManoRadhika,Hip-hop,chilaka pacha koka narasimha naidu manoradhika,https://www.jiosaavn.com/song/chilaka-pacha-koka/NAE0BkNcGnA,
Emito Idhi,Rang De,2020,Kapil KapilanHaripriya,Hip-hop,emito idhi rang de kapil kapilanharipriya,https://www.jiosaavn.com/song/emito-idhi/Pw9fSwd1ZWw,
Nuvvu Naku Manasisthe,Bhadra,2005,Devi Sri PrasadMallikarjunSumangali,Jazz,nuvvu naku manasisth bhadra devi sri prasadmallikarjunsumangali,https://www.jiosaavn.com/song/nuvvu-naku-manasisthe/JgEvYhVSWXc,
Porata Simham,Vikram Hitlist,2022,Anirudh RavichanderRavi G,Hip-hop,porata simham vikram hitlist anirudh ravichanderravi g,https://www.jiosaavn.com/song/porata-simham/OSIFQDgCX3Y,
Manakannapodichey,Parugu,2008,Mani SharmaRahul Nambiar,Hip-hop,manakannapodichey parugu mani sharmarahul nambiar,https://www.jiosaavn.com/song/manakannapodichey/Gl0DeExfQkA,
Bombhaat,LIE,2017,Rahul SipligunjRamya Behara,Blues,bombhaat lie rahul sipligunjramya behara,https://www.jiosaavn.com/song/bombhaat/MSMHQDkGdn4,
Nuvvele Nuvvele,Jaya Janaki Nayaka,2017,Shweta Mohan,Blues,nuvvel nuvvel jaya janaki nayaka shweta mohan,https://www.jiosaavn.com/song/nuvvele-nuvvele/FzgCASYGD0M,
Roar Of Kesari,Bhagavanth Kesari,2023,Thaman SChorus,Electronic,roar of kesari bhagavanth kesari thaman schoru,https://www.jiosaavn.com/song/roar-of-kesari/FRImZCdHAVY,
Sittharala Sirapadu,Ala Vaikunthapurramuloo,2019,SoorannaSaketh Komanduri,Rock,sittharala sirapadu ala vaikunthapurramuloo soorannasaketh komanduri,https://www.jiosaavn.com/song/sittharala-sirapadu/FVk7SR1eeB4,
Don't Worry Ra Chiccha,Rathnam,2024,Devi Sri Prasad,Country,do n't worri ra chiccha rathnam devi sri prasad,https://www.jiosaavn.com/song/dont-worry-ra-chiccha/BRJcYTp8B1s,
O Sukumari,Aparichithudu,2005,Harris JayarajShankar MahadevanHarini,Pop,o sukumari aparichithudu harri jayarajshankar mahadevanharini,https://www.jiosaavn.com/song/o-sukumari/MRkAYSVcdn4,
Harom Harom Hara (From &quot;Harom Hara&quot;),Harom Harom Hara (From &quot;Harom Hara&quot;),2024,Kalyanchakravarthy TripuraneniChaitan BharadwajAnurag Kulkarni,Pop,harom harom hara ( from & quot ; harom hara & quot ; ) harom harom hara ( from & quot ; harom hara & quot ; ) kalyanchakravarthi tripuranenichaitan bharadwajanurag kulkarni,https://www.jiosaavn.com/song/harom-harom-hara-from-harom-hara/EQUuYAJYbwM,
Hare Rama,Okkadu,2000,Mani SharmaShankar Mahadevan,Pop,hare rama okkadu mani sharmashankar mahadevan,https://www.jiosaavn.com/song/hare-rama/Bzw0cwNZZ1c,
Reddy Ikkada Soodu,Aravindha Sametha,2018,Daler MehndiAnjana Soumya,Electronic,reddi ikkada soodu aravindha sametha daler mehndianjana soumya,https://www.jiosaavn.com/song/reddy-ikkada-soodu/SToGaxFiZHw,
Ye Manishike Majiliyo,Majili,2019,Arun GopanChinmayi SripaadaBaby Anusha,Jazz,ye manishik majiliyo majili arun gopanchinmayi sripaadababi anusha,https://www.jiosaavn.com/song/ye-manishike-majiliyo/QS8tXitEAQQ,
Abba Abba,Narasimha Naidu,2000,Mani SharmaShankar MahadevanSujatha Mohan,Hip-hop,abba abba narasimha naidu mani sharmashankar mahadevansujatha mohan,https://www.jiosaavn.com/song/abba-abba/RyQfZTUBY1I,
Kannethi (Bit),Chirutha,2007,Mani SharmaMallikarjun,Pop,kannethi ( bit ) chirutha mani sharmamallikarjun,https://www.jiosaavn.com/song/kannethi-bit/QAtZexJcYV4,
Manasuley Kalisey,Desamuduru,2006,ChakriKousalya,Hip-hop,manasuley kalisey desamuduru chakrikousalya,https://www.jiosaavn.com/song/manasuley-kalisey/GjctVDsGQ3w,
Rama Chakkanodamma,Rajakumarudu,2000,Mani SharmaSukhwinder Singh,Classical,rama chakkanodamma rajakumarudu mani sharmasukhwind singh,https://www.jiosaavn.com/song/rama-chakkanodamma/ExkZfiUBYl0,
Venello Hai,Avunu Validdharu Istapaddaru,2000,Chakri,Rock,venello hai avunu validdharu istapaddaru chakri,https://www.jiosaavn.com/song/venello-hai/AwEEZkFzWXk,
Nenani Neevani,Kotha Bangaru Lokam,2008,Shweta Pandit,Blues,nenani neevani kotha bangaru lokam shweta pandit,https://www.jiosaavn.com/song/nenani-neevani/FFouRQQHcX4,
Premante Yemitante,Seenu,2000,Mani SharmaHariharanSujatha Mohan,Rock,premant yemitant seenu mani sharmahariharansujatha mohan,https://www.jiosaavn.com/song/premante-yemitante/PhACdTJFfmc,
Nidhare Kala,Surya S/o Krishnan,2008,Harris JayarajSudha Ragunathan,Pop,nidhar kala surya s/o krishnan harri jayarajsudha ragunathan,https://www.jiosaavn.com/song/nidhare-kala/BlBSUDx9Z0Y,
Junction Lo,Aagadu,2014,Bheems,Country,junction lo aagadu bheem,https://www.jiosaavn.com/song/junction-lo/R1g-Zyt1cHs,
Rajashekara,Telugu Romantic Film Hits,2015,Vidyasagar,Blues,rajashekara telugu romant film hit vidyasagar,https://www.jiosaavn.com/song/rajashekara/HTENWk1IenE,
Hara Om Namashivaya 1,Paramesha Jaya Jagadeesha,2008,Suresh,Hip-hop,hara om namashivaya 1 paramesha jaya jagadeesha suresh,https://www.jiosaavn.com/song/hara-om-namashivaya-1/CSdZQxJGcFg,
Jaya Janardhana,Jaya Janardhana,2018,Moola. Srilatha,Pop,jaya janardhana jaya janardhana moola . srilatha,https://www.jiosaavn.com/song/jaya-janardhana/GVAcfxF5Dgo,
Selavanuko,Heart Attack,2014,Anup RubensChaitra,Classical,selavanuko heart attack anup rubenschaitra,https://www.jiosaavn.com/song/selavanuko/AA8aZzsAUh4,
Lachhamma Club Mix,Ishq,2012,Anoop RubensMuraliNithinThagubothu Ramesh,Hip-hop,lachhamma club mix ishq anoop rubensmuralinithinthagubothu ramesh,https://www.jiosaavn.com/song/lachhamma-club-mix/OyYbAR9DUUo,
Aaku Chaatu Pindhe,Vetagadu,1979,S. P. BalasubrahmanyamP. Susheela,Country,aaku chaatu pindh vetagadu s. p. balasubrahmanyamp . susheela,https://www.jiosaavn.com/song/aaku-chaatu-pindhe/MVgoBUN6B0Q,
Laila O Lailaa,Naayak,2012,Thaman SShankar MahadevanRanjithRahul NambiarNaveen Madhav,Electronic,laila o lailaa naayak thaman sshankar mahadevanranjithrahul nambiarnaveen madhav,https://www.jiosaavn.com/song/laila-o-lailaa/FhkAXDBTBnY,
Padhe Padhe,Jersey,2019,Shakthisree GopalanBrodha VAnirudh Ravichander,Blues,padh padh jersey shakthisre gopalanbrodha vanirudh ravichand,https://www.jiosaavn.com/song/padhe-padhe/QhIvWzUBDl8,
Happy,Happy,2005,Karthik,Classical,happi happi karthik,https://www.jiosaavn.com/song/happy/RF4qX1l3AAM,
Laire Lallaire,Laire Lallaire,2021,Mangli,Jazz,lair lallair lair lallair mangli,https://www.jiosaavn.com/song/laire-lallaire/NBwhBjJJXmQ,
Oke Oka Mata,Chakram,2005,Chakri,Electronic,oke oka mata chakram chakri,"https://www.jiosaavn.com/song/oke-oka-mata/SVo,Wh1RXHE",
Not Ramaiya Vastavaiya,Jawan  (TELUGU),2023,Anirudh RavichanderSreerama ChandraRakshita Suresh,Pop,not ramaiya vastavaiya jawan ( telugu ) anirudh ravichandersreerama chandrarakshita suresh,https://www.jiosaavn.com/song/not-ramaiya-vastavaiya/OgpYYRVfc14,
Manasa Manninchavamma,Aadavari Matalaku Ardhalu Veruley,2007,Yuvan Shankar RajaKarthik,Country,manasa manninchavamma aadavari matalaku ardhalu veruley yuvan shankar rajakarthik,https://www.jiosaavn.com/song/manasa-manninchavamma/HzFGeUxEewo,
Kaani Ippudu,Bommarillu,2000,Devi Sri Prasad,Blues,kaani ippudu bommarillu devi sri prasad,https://www.jiosaavn.com/song/kaani-ippudu/Aj0gWiVBXFA,
Bangaram (Remix),Bangaram,2006,Vidhya SagarPraveen ManiH. Sridhar,Hip-hop,bangaram ( remix ) bangaram vidhya sagarpraveen manih . sridhar,https://www.jiosaavn.com/song/bangaram-remix/NVAGYkN4UX8,
Rangu Seethaammo,Rangu Seethaammo,2022,singer lavanya,Country,rangu seethaammo rangu seethaammo singer lavanya,https://www.jiosaavn.com/song/rangu-seethaammo/Gg0TfAd-Rwc,
Infatuation,100% Love,2011,Devi Sri PrasadAdnan Sami,Classical,infatu 100 % love devi sri prasadadnan sami,https://www.jiosaavn.com/song/infatuation/NiIAaC5kaFA,
Kalakatta Pan Esina,Raghavendra,2000,Mani SharmaShankar MahadevanK. S. Chithra,Blues,kalakatta pan esina raghavendra mani sharmashankar mahadevank . s. chithra,https://www.jiosaavn.com/song/kalakatta-pan-esina/ClgHcDphBh4,
Undipova,Savaari,2019,Spoorthi Jithender,Electronic,undipova savaari spoorthi jithend,https://www.jiosaavn.com/song/undipova/JSYcdzd8BHk,
Adirey Adirey,Nuvvostanante Nenoddantana,2014,Jassie GiftKalpana,Hip-hop,adirey adirey nuvvostanant nenoddantana jassi giftkalpana,https://www.jiosaavn.com/song/adirey-adirey/QjotfxlfR0U,
Andaala Raakshsive,Oke Okkadu,1999,A.R. RahmanHariniS.P. Balasubrahmanyam,Electronic,andaala raakshsiv oke okkadu a.r . rahmanharinis.p . balasubrahmanyam,"https://www.jiosaavn.com/song/andaala-raakshsive/HxI,HERDZFw",
Ade Neevu,Abhinandana,2000,IlaiyaraajaS.P. Balasubrahmanyam,Classical,ade neevu abhinandana ilaiyaraajas.p . balasubrahmanyam,https://www.jiosaavn.com/song/ade-neevu/PSBTUBNIb2A,
Pilla O Pilla,Current Theega,2014,AchuKarthik,Pop,pilla o pilla current theega achukarthik,https://www.jiosaavn.com/song/pilla-o-pilla/Ox5TVEJAe0o,
Pilla Puli,Aakaasam Nee Haddhu Ra (Original Motion Picture Soundtrack),2020,G.V. Prakash KumarAnurag Kulkarni,Electronic,pilla puli aakaasam nee haddhu ra ( origin motion pictur soundtrack ) g.v . prakash kumaranurag kulkarni,https://www.jiosaavn.com/song/pilla-puli/EgUJXB9YAkE,
Udayinchina,Kalusukovalani,2002,Devi Sri Prasad,Classical,udayinchina kalusukovalani devi sri prasad,https://www.jiosaavn.com/song/udayinchina/FB8yCRd0X3g,
Nandanandanaa,The Family Star,2024,Sid Sriram,Jazz,nandanandanaa the famili star sid sriram,https://www.jiosaavn.com/song/nandanandanaa/EwMPQFlUXlo,
Patta Pakkinti,Daddy,2001,S.P. BalasubrahmanyamKavita KrishnamurthyAnuradha Sriram,Pop,patta pakkinti daddi s.p . balasubrahmanyamkavita krishnamurthyanuradha sriram,https://www.jiosaavn.com/song/patta-pakkinti/Q1AiSA5FdUo,
Bandamekkado,100% Love,2011,Devi Sri PrasadHaricharanShweta Mohan,Blues,bandamekkado 100 % love devi sri prasadharicharanshweta mohan,https://www.jiosaavn.com/song/bandamekkado/H1EOaSF3XEM,
Aade Pade,Sankranthi,2005,S.A. Raj KumarK. S. ChithraKarthik,Blues,aad pade sankranthi s.a. raj kumark . s. chithrakarthik,https://www.jiosaavn.com/song/aade-pade/EQMveB1eWgA,
Dhandiya,Premikula Roju,1999,Unni MenonSreekumarKavita Krishnamurthy,Jazz,dhandiya premikula roju unni menonsreekumarkavita krishnamurthi,https://www.jiosaavn.com/song/dhandiya/CTxTdyR3bWY,
Chema Chekka,Bobbili Raja,1990,IlaiyaraajaK. S. ChithraS.P. Balasubrahmanyam,Electronic,chema chekka bobbili raja ilaiyaraajak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/chema-chekka/Gl8ddARGQkc,
Mudduletti,Super,2000,Sonu NigamSonu Kakkar,Blues,mudduletti super sonu nigamsonu kakkar,https://www.jiosaavn.com/song/mudduletti/IBBTdRFlBXs,
La La Bheemla,Bheemla Nayak,2021,Arun KaundinyaPawan KalyanNithya Menen,Country,la la bheemla bheemla nayak arun kaundinyapawan kalyannithya menen,https://www.jiosaavn.com/song/la-la-bheemla/Bj1TfCcDUUU,
Nunugu Misalodu,Yamadonga,2007,M.M. KeeravaaniSunitha Upadrasta,Blues,nunugu misalodu yamadonga m.m . keeravaanisunitha upadrasta,https://www.jiosaavn.com/song/nunugu-misalodu/FBoDBzoDDwI,
Maina Maina,Prema Khaidi,2019,Shaan,Jazz,maina maina prema khaidi shaan,https://www.jiosaavn.com/song/maina-maina/ACoxaARSYHE,
Em Chessavo,Yagnam,2004,Mani SharmaS.P. CharanShreya Ghoshal,Country,em chessavo yagnam mani sharmas.p . charanshreya ghoshal,https://www.jiosaavn.com/song/em-chessavo/NQ1cd1leegc,
Rela Rela,Vimanam (Telugu),2023,Mangli Satyavathi,Jazz,rela rela vimanam ( telugu ) mangli satyavathi,https://www.jiosaavn.com/song/rela-rela/SQAYRS51Zkk,
Vuliki Padaku,Major Chandrakanth,1993,S.P. BalasubrahmanyamK. S. Chithra,Pop,vuliki padaku major chandrakanth s.p . balasubrahmanyamk . s. chithra,https://www.jiosaavn.com/song/vuliki-padaku/IycHdxxjfgM,
Toli Pilupey,Aadi,2000,Mani SharmaK. S. ChithraS.P. Balasubrahmanyam,Electronic,toli pilupey aadi mani sharmak . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/toli-pilupey/IzEMYzF8bVo,
Bala Tripuramani,Brahmotsavam,2016,Rahul NambiarMickey J. Meyer,Pop,bala tripuramani brahmotsavam rahul nambiarmickey j. meyer,https://www.jiosaavn.com/song/bala-tripuramani/GVxYcwRTfAQ,
Nanna Nuv Naa Pranam (From &quot;ANIMAL&quot;) - TELUGU,Nanna Nuv Naa Pranam (From &quot;ANIMAL&quot;) -TELUGU,2023,Sonu NigamHarshavardhan RameshwarAnantha Sriram,Rock,nanna nuv naa pranam ( from & quot ; anim & quot ; ) - telugu nanna nuv naa pranam ( from & quot ; anim & quot ; ) -telugu sonu nigamharshavardhan rameshwaranantha sriram,https://www.jiosaavn.com/song/nanna-nuv-naa-pranam-from-animal-telugu/O1wlWhlCB3g,
Jai Bolo Krishna,Devaki Nandana Vasudeva,2024,Bheems CeciroleoSwaraag Keerthan,Country,jai bolo krishna devaki nandana vasudeva bheem ceciroleoswaraag keerthan,https://www.jiosaavn.com/song/jai-bolo-krishna/ITIgdzJIbn8,
Holi Holi,Kushi,2001,Mani SharmaManoSwarnalatha,Hip-hop,holi holi kushi mani sharmamanoswarnalatha,https://www.jiosaavn.com/song/holi-holi/NhAgBA5HAGw,
Undiporaadhey - Sad Version,Hushaaru,2018,Sid Sriram,Pop,undiporaadhey - sad version hushaaru sid sriram,https://www.jiosaavn.com/song/undiporaadhey-sad-version/GThGf0djcXs,
Gopikamma,Mukunda,2014,K. S. ChithraRamya Behara,Country,gopikamma mukunda k. s. chithraramya behara,https://www.jiosaavn.com/song/gopikamma/EhojVgxWZUo,
Ooruko Hrudayama,Nee Sneham,2002,R.P. PatnaikKK,Rock,ooruko hrudayama nee sneham r.p . patnaikkk,https://www.jiosaavn.com/song/ooruko-hrudayama/QzAcdz9zVAA,
Priya,Jeans,1999,,Pop,nan,https://www.jiosaavn.com/song/priya/Aww5Ayt2Yh4,
E Therugananu,Sri Ramadasu,2006,M. M. KeeravaniVijay Yesudas,Classical,e therugananu sri ramadasu m. m. keeravanivijay yesuda,https://www.jiosaavn.com/song/e-therugananu/FiIFBSQBZFo,
Tilana Tilana,Muthu,1995,ManoSujatha Mohan,Country,tilana tilana muthu manosujatha mohan,https://www.jiosaavn.com/song/tilana-tilana/L10OSTFkAwY,
Tara,Shyam Singha Roy - Telugu,2021,Karthik,Hip-hop,tara shyam singha roy - telugu karthik,https://www.jiosaavn.com/song/tara/RBhaRhxKTnE,
Manmadhude,Naa Autograph,2004,M. M. KeeravaniGangaSandeep,Country,manmadhud naa autograph m. m. keeravanigangasandeep,https://www.jiosaavn.com/song/manmadhude/RgQtBDoBWQo,
Kallo Kalyana Maala,Pedda Annayya,2000,KotiK. S. ChithraS.P. Balasubrahmanyam,Jazz,kallo kalyana maala pedda annayya kotik . s. chithras.p . balasubrahmanyam,https://www.jiosaavn.com/song/kallo-kalyana-maala/BlglXEV7QFk,
Vana Vana,Daddy,2001,Udit NarayanK. S. Chithra,Electronic,vana vana daddi udit narayank . s. chithra,https://www.jiosaavn.com/song/vana-vana/G1AfWx1lUFU,
Marhaba,Malli Malli Idi Rani Roju,2014,Gopi SunderK. S. ChithraAaishwarya,Blues,marhaba malli malli idi rani roju gopi sunderk . s. chithraaaishwarya,https://www.jiosaavn.com/song/marhaba/CR4CYk1fQ2k,
